routeid,stopid,estimatetime,goback
17923,196586,-3,3
16667,147602,-3,3
16667,147600,-3,3
16667,147601,-3,3
16666,147550,-3,3
16666,147551,-3,3
16666,147552,-3,3
16666,147553,-3,3
16666,147547,-3,3
16666,147548,-3,3
16666,147549,-3,3
16666,147543,-3,3
16666,147544,-3,3
16666,147545,-3,3
16666,147546,-3,3
16666,147561,-3,3
16666,147562,-3,3
16666,147563,-3,3
16666,147564,-3,3
16666,147560,-3,3
16666,147558,-3,3
16666,147559,-3,3
16666,147554,-3,3
16666,147555,-3,3
16666,147556,-3,3
16666,147557,-3,3
16666,147572,-3,3
16666,147573,-3,3
16667,147575,-3,3
16666,147570,-3,3
16666,147571,-3,3
16666,147569,-3,3
16666,147565,-3,3
16666,147566,-3,3
16666,147567,-3,3
16666,147568,-3,3
16591,172520,880,1
16667,147583,-3,3
16667,147584,-3,3
16667,147585,-3,3
16667,147586,-3,3
16591,172519,798,1
16667,147580,-3,3
16667,147581,-3,3
16667,147582,-3,3
16667,147576,-3,3
16667,147577,-3,3
16667,147578,-3,3
16667,147579,-3,3
16665,147503,-3,3
16665,147506,-3,3
16665,147500,-3,3
16665,147501,-3,3
16665,147502,-3,3
16665,147507,-3,3
16666,147520,-3,3
16665,147514,-3,3
16665,147515,-3,3
16665,147510,-3,3
16665,147513,-3,3
16665,147518,-3,3
16666,147519,-3,3
16666,147530,-3,3
16666,147531,-3,3
16666,147525,-3,3
16666,147526,-3,3
16666,147527,-3,3
16666,147528,-3,3
16666,147521,-3,3
16666,147522,-3,3
16666,147523,-3,3
16666,147524,-3,3
16666,147529,-3,3
16666,147540,-3,3
16666,147541,-3,3
16666,147542,-3,3
16666,147536,-3,3
16666,147537,-3,3
16666,147538,-3,3
16666,147539,-3,3
16666,147532,-3,3
16666,147534,-3,3
16666,147535,-3,3
17304,221847,608,1
17304,221845,405,1
17304,221846,470,1
17304,221840,1764,0
17304,221843,33,0
17304,221844,322,1
17304,221841,1842,0
17304,221842,1885,0
17923,196558,-3,3
17923,196559,-3,3
17923,196556,-3,3
17923,196557,-3,3
16973,196551,-3,3
17923,196554,-3,3
17923,196555,-3,3
17923,196552,-3,3
17923,196553,-3,3
17304,221839,1734,0
16851,206223,1393,2
16851,206224,2388,2
16851,206225,2429,2
16851,206226,1104,2
16851,206227,2441,2
17923,196569,-3,3
17923,196567,-3,3
17923,196568,-3,3
17923,196561,-3,3
17923,196562,-3,3
17923,196560,-3,3
17923,196565,-3,3
17923,196566,-3,3
17923,196563,-3,3
17923,196564,-3,3
17513,206230,-3,3
17513,206231,-3,3
16606,221860,1511,0
16851,206228,2558,2
16851,206229,85,1
16606,221858,1348,0
16606,221859,1390,0
19228,221857,-1,2
16728,206243,1374,2
16728,206244,3631,2
18368,206245,-3,3
18368,206246,-3,3
18368,206247,-3,3
16620,196547,-3,3
16952,196545,-3,3
16490,196549,-3,3
16726,172594,-3,3
16950,196543,-3,3
16950,196544,-3,3
16667,147594,-3,3
18108,206253,-3,3
16667,147595,-3,3
16667,147596,-3,3
16667,147597,-3,3
16667,147590,-3,3
16667,147591,-3,3
16667,147592,-3,3
16667,147593,-3,3
16667,147587,-3,3
16667,147588,-3,3
16667,147589,-3,3
16667,147598,-3,3
16667,147599,-3,3
16591,172554,1349,1
16591,172553,1066,0
16576,196480,-3,3
16573,196481,-3,3
16576,196479,-3,3
16579,196484,-3,3
16579,196485,-3,3
16629,196482,-3,3
16629,196483,-3,3
16924,196470,-3,3
16423,123536,111,1
16423,123537,160,1
16423,123534,1362,1
16423,123535,85,1
16423,123532,1271,1
16423,123533,1328,1
16423,123530,1038,1
16423,123531,1145,1
16423,123525,592,1
16423,123526,648,1
16423,123523,432,1
16423,123524,470,1
16423,123521,257,1
16423,123522,366,1
16423,123520,217,1
16423,123529,988,1
16423,123527,771,1
16423,123528,867,1
16423,123514,46,1
16423,123515,130,1
16423,123512,950,0
16423,123513,1164,0
16423,123511,776,0
16423,123518,71,1
16423,123519,122,1
16423,123516,795,1
16423,123517,25,1
11244,17992,-1,2
11244,17994,-1,2
16423,123503,72,0
16423,123504,861,0
16423,123501,1130,0
16423,123502,1212,0
16423,123500,1088,0
16423,123509,356,0
16423,123507,190,0
11244,17996,-1,2
16423,123508,288,0
16423,123505,975,0
11244,17998,-1,2
16423,123506,138,0
17824,192454,-3,3
17824,192455,-3,3
17824,192456,-3,3
17824,192457,-3,3
17824,192458,-3,3
17824,192459,-3,3
17824,192450,-3,3
17824,192451,-3,3
17824,192452,-3,3
17824,192460,-3,3
17812,192461,-3,3
16521,192462,-3,3
17692,192431,-3,3
16565,192434,-3,3
16565,192435,-3,3
17718,192430,-3,3
17824,192443,-3,3
17824,192444,-3,3
17824,192445,-3,3
17824,192446,-3,3
17824,192447,-3,3
17824,192448,-3,3
17824,192449,-3,3
17824,192441,-3,3
16629,192412,-3,3
16629,192413,-3,3
16397,192414,-1,2
16397,192415,484,1
16682,192429,2537,2
16651,143471,-3,3
16651,143472,-3,3
16651,143470,-3,3
16651,143468,-3,3
16651,143469,-3,3
16651,143466,-3,3
16651,143467,-3,3
16651,143482,-3,3
16651,143483,-3,3
16651,143481,-3,3
16651,143475,-3,3
16651,143476,-3,3
16651,143473,-3,3
16651,143474,-3,3
16651,143479,-3,3
16651,143477,-3,3
16651,143478,-3,3
16651,143490,-3,3
16651,143494,-3,3
16651,143492,-3,3
16651,143487,-3,3
16651,143484,-3,3
16651,143488,-3,3
16651,143497,-3,3
16651,143498,-3,3
16651,143495,-3,3
16651,143499,-3,3
16565,202477,-3,3
17824,202478,-3,3
16611,192355,1180,1
17500,192358,-3,3
16552,192359,-3,3
17482,192366,-3,3
17483,192367,2848,0
16552,192360,-3,3
17625,192361,4036,0
17625,192362,27,1
16630,192376,-3,3
16614,192373,-3,3
17671,192375,-3,3
16823,157912,-3,3
16823,157910,-3,3
16823,157915,-3,3
16824,157916,-3,3
16823,157913,-3,3
16824,157919,-3,3
16821,157900,-3,3
16821,157901,-3,3
16821,157904,-3,3
16821,157905,-3,3
16821,157902,-3,3
16821,157903,-3,3
16823,157909,-3,3
16823,157906,-3,3
16823,157907,-3,3
16543,133962,-3,3
16543,133963,-3,3
16543,133964,-3,3
16543,133965,-3,3
16826,157933,-3,3
16826,157934,-3,3
16826,157931,-3,3
16826,157932,-3,3
16543,133961,-3,3
16826,157935,-3,3
16543,133966,-3,3
16543,133967,-3,3
16543,133968,-3,3
16543,133969,-3,3
16543,133973,-3,3
16543,133974,-3,3
16543,133975,-3,3
16543,133976,-3,3
16824,157922,-3,3
16543,133970,-3,3
16825,157923,-3,3
16543,133971,-3,3
16824,157920,-3,3
16543,133972,-3,3
16824,157921,-3,3
16825,157926,-3,3
16825,157924,-3,3
16825,157925,-3,3
16543,133977,-3,3
16543,133978,-3,3
16543,133979,-3,3
16825,157928,-3,3
16826,157929,-3,3
16832,157994,-3,3
16785,202530,-4,2
16782,202531,-3,3
16831,157984,-3,3
16831,157985,-3,3
16831,157982,-3,3
16831,157983,-3,3
16832,157988,-3,3
16832,157989,-3,3
16831,157986,-3,3
16832,157987,-3,3
16780,202534,-3,3
16784,202533,-3,3
16832,157991,-3,3
16832,157990,-3,3
16681,202549,-3,3
16662,202547,-3,3
16681,202548,-3,3
17548,182935,1133,0
17548,182936,180,1
16543,133984,-3,3
16828,157952,-3,3
16543,133985,-3,3
16543,133986,-3,3
16828,157950,-3,3
16543,133987,-3,3
16543,133980,-3,3
16543,133981,-3,3
16828,157953,-3,3
16543,133982,-3,3
16543,133983,-3,3
16829,157959,-3,3
16829,157958,-3,3
16543,133988,-3,3
16543,133989,-3,3
16544,202574,1280,2
16544,202575,926,1
17972,202572,-3,3
17972,202570,-3,3
17972,202571,-3,3
16543,133990,-3,3
16543,133995,-3,3
16826,157940,-3,3
16543,133996,-3,3
16827,157941,-3,3
16543,133997,-3,3
16543,133998,-3,3
16543,133991,-3,3
16827,157944,-3,3
16543,133992,-3,3
16827,157945,-3,3
16543,133993,-3,3
16827,157942,-3,3
16827,157943,-3,3
16827,157948,-3,3
16828,157949,-3,3
16827,157946,-3,3
16827,157947,-3,3
17791,202578,-3,3
16543,133999,-3,3
17791,202579,-3,3
16552,202576,-3,3
16552,202577,-3,3
10148,202584,97,1
17791,202581,-3,3
17791,202582,-3,3
17791,202580,-3,3
16591,182924,633,1
16591,182925,257,1
16830,157974,-3,3
16830,157971,-3,3
16830,157977,-3,3
16830,157978,-3,3
16830,157975,-3,3
16830,157979,-3,3
17806,202596,981,0
17806,202597,1006,0
17806,202594,896,0
17806,202595,945,0
17945,202592,2475,2
17806,202593,841,0
16830,157980,-3,3
16831,157981,-3,3
16829,157963,-3,3
16829,157960,-3,3
16829,157966,-3,3
16829,157967,-3,3
16829,157964,-3,3
16829,157965,-3,3
16830,157968,-3,3
16830,157969,-3,3
17806,202598,1058,0
17806,202599,1378,0
16800,216775,-3,3
16802,216776,-3,3
16800,216773,-3,3
16800,216774,-3,3
16535,216783,-3,3
16802,216777,-3,3
16878,216793,-3,3
16393,192695,883,0
16393,192696,1583,1
16393,192697,1696,1
16393,192698,1749,1
16697,192699,301,1
17696,192694,-3,3
16612,192684,1052,0
16612,192685,778,1
16532,202187,-3,3
16612,192686,860,1
16612,192687,901,1
16612,192688,2309,1
16532,202186,-3,3
17711,192683,-3,3
16651,143622,113,1
16651,143623,155,1
16651,143620,42,1
16651,143621,71,1
10143,143626,1310,1
16651,143624,172,1
10143,143625,1288,0
16474,128021,932,1
16474,128022,974,1
16474,128023,1088,1
16474,128024,1192,1
16474,128025,1254,1
16474,128026,1307,1
16474,128020,887,1
16474,128018,747,1
16474,128019,820,1
16474,128010,316,1
16474,128011,373,1
16474,128012,398,1
16474,128013,475,1
16474,128014,503,1
16474,128015,585,1
16474,128016,650,1
16474,128017,679,1
16651,143600,-3,3
16651,143601,-3,3
16474,128007,58,1
16651,143604,-3,3
16474,128008,150,1
16651,143605,-3,3
16474,128009,258,1
16651,143602,-3,3
16651,143603,-3,3
16651,143608,-3,3
16651,143609,-3,3
16651,143606,-3,3
16651,143607,-3,3
16474,128000,2789,0
16474,128001,2866,0
16474,128002,2994,0
16474,128003,3402,0
16474,128004,3468,0
16474,128005,3527,0
16474,128006,3591,0
16651,143611,-3,3
16651,143612,-3,3
16651,143610,-3,3
16651,143615,-3,3
16651,143616,-3,3
16651,143613,-3,3
16651,143614,-3,3
16651,143619,20,1
16651,143617,-3,3
16651,143618,-3,3
16688,192640,-3,3
16688,192641,-3,3
17977,216853,-3,3
16871,202219,-3,3
16861,202215,-3,3
16873,202216,-3,3
16871,202220,-3,3
16673,202221,1922,0
17671,192552,-3,3
17671,192553,-3,3
17671,192554,-3,3
17671,192555,-3,3
16656,192550,-3,3
10491,37194,75,0
10491,37196,181,0
10491,37197,331,0
10491,37198,458,0
10491,37199,673,0
10491,37190,418,0
10491,37191,597,0
10491,37192,689,0
10491,37193,0,0
10491,37183,781,0
10491,37184,810,0
10491,37185,863,0
10491,37186,968,0
10491,37187,57,0
10491,37189,344,0
16656,192549,-3,3
10491,37180,467,0
10491,37181,602,0
10491,37182,657,0
16656,192548,-3,3
16651,143501,-3,3
16651,143502,-3,3
16651,143500,-3,3
16651,143505,-3,3
16651,143506,-3,3
16651,143503,-3,3
16651,143504,-3,3
16651,143509,-3,3
16651,143507,-3,3
16651,143508,-3,3
16651,143512,-3,3
16651,143513,-3,3
16651,143510,-3,3
16651,143511,-3,3
16651,143516,-3,3
16651,143517,-3,3
16651,143514,-3,3
16651,143515,-3,3
16651,143518,-3,3
16651,143519,-3,3
16651,143520,-3,3
16651,143523,-3,3
16651,143524,-3,3
16651,143521,-3,3
16651,143522,-3,3
16651,143527,-3,3
16651,143528,-3,3
16651,143525,-3,3
16651,143526,-3,3
16651,143529,-3,3
16651,143530,-3,3
16651,143531,-3,3
16651,143534,-3,3
16651,143535,-3,3
16651,143532,-3,3
16651,143533,-3,3
16651,143538,-3,3
16651,143539,-3,3
16651,143536,-3,3
16651,143537,-3,3
17527,216903,-3,3
16777,216915,1402,0
16752,216913,3418,2
16760,216914,-3,3
10491,37172,936,0
10491,37173,1069,0
10491,37174,1148,0
10491,37175,50,0
10491,37176,125,0
10491,37177,293,0
10491,37178,350,0
10491,37179,401,0
16651,143592,-3,3
16651,143593,-3,3
10491,37170,796,0
16651,143590,-3,3
10491,37171,825,0
16651,143591,-3,3
16651,143585,-3,3
16651,143586,-3,3
16651,143583,-3,3
16651,143584,-3,3
16651,143589,-3,3
16651,143587,-3,3
16651,143588,-3,3
10491,37161,320,0
10491,37162,348,0
10491,37163,423,0
10491,37164,478,0
10491,37165,511,0
10491,37166,549,0
10491,37167,613,0
10491,37168,710,0
10491,37160,262,0
16651,143596,-3,3
16651,143597,-3,3
16651,143594,-3,3
16651,143595,-3,3
16651,143598,-3,3
16651,143599,-3,3
10491,37169,763,0
16694,216935,638,0
16694,216936,0,1
16526,216933,-3,3
16694,216934,-3,3
10491,37150,-1,2
10491,37151,-1,2
10491,37152,-1,2
10491,37153,-1,2
10491,37154,-1,2
10491,37155,-1,2
10491,37156,-1,2
16907,202309,-3,3
10491,37157,70,0
17917,202307,-3,3
17917,202308,-3,3
17682,202305,-3,3
17682,202306,-3,3
16907,202310,-3,3
16907,202311,-3,3
10491,37158,136,0
10491,37159,211,0
10491,37144,-1,2
10491,37145,-1,2
10491,37146,-1,2
16908,202314,-3,3
16907,202312,-3,3
16907,202313,-3,3
10491,37147,-1,2
10491,37148,-1,2
10491,37149,-1,2
16603,216973,-1,2
16603,216974,1749,1
16651,143541,-3,3
16651,143542,-3,3
16651,143540,-3,3
16651,143545,-3,3
16651,143546,-3,3
16651,143543,-3,3
16651,143544,-3,3
16651,143547,-3,3
16651,143548,-3,3
16651,143560,-3,3
16651,143552,-3,3
16651,143553,-3,3
16651,143550,-3,3
16651,143551,-3,3
16651,143556,-3,3
16651,143557,-3,3
16651,143554,-3,3
16651,143555,-3,3
16651,143558,-3,3
16651,143559,-3,3
16662,216977,-3,3
16662,216978,-3,3
18764,216975,-3,3
18764,216976,-3,3
16651,143570,-3,3
16651,143571,-3,3
16651,143563,-3,3
16651,143564,-3,3
16651,143561,-3,3
16651,143562,-3,3
16651,143567,-3,3
16651,143568,-3,3
16651,143565,-3,3
16651,143566,-3,3
16651,143569,-3,3
16651,143581,-3,3
16651,143582,-3,3
16651,143580,-3,3
16651,143574,-3,3
16651,143575,-3,3
16651,143572,-3,3
16651,143573,-3,3
16651,143578,-3,3
16651,143579,-3,3
16651,143576,-3,3
16651,143577,-3,3
17631,216534,-3,3
16988,216531,-3,3
16988,216530,-3,3
16988,216528,-3,3
16988,216529,-3,3
16988,216526,-3,3
16988,216527,-3,3
16988,216524,-3,3
16988,216525,-3,3
16526,192003,-3,3
16628,192006,-3,3
16628,192007,-3,3
16627,192008,-3,3
16629,192009,-3,3
17530,216537,-4,2
17530,216538,-4,2
19198,216535,-1,2
19198,216536,-1,2
16800,157698,-3,3
16800,157699,-3,3
16800,157697,-3,3
16800,157689,-3,3
16800,157690,-3,3
16800,157691,-3,3
16800,157694,-3,3
16800,157695,-3,3
16800,157692,-3,3
16800,157693,-3,3
15224,27928,281,1
15224,27929,335,1
15224,27926,120,1
15224,27927,213,1
15224,27920,-3,3
15224,27921,-3,3
15224,27924,-3,3
15224,27925,88,1
15224,27922,-3,3
15224,27923,-3,3
15224,27937,2787,1
15224,27938,2826,1
15224,27930,415,1
15224,27935,2510,1
15224,27936,2676,1
15224,27933,2244,1
15224,27934,2412,1
15224,27906,-3,3
15224,27907,-3,3
15224,27904,-3,3
15224,27905,-3,3
15224,27908,-3,3
15224,27909,-3,3
15224,27902,-3,3
15224,27903,-3,3
15224,27900,-3,3
15224,27901,-3,3
16956,192050,-3,3
15224,27917,-3,3
15224,27918,-3,3
15224,27915,-3,3
15224,27916,-3,3
15224,27919,-3,3
15224,27910,-3,3
15224,27913,-3,3
15224,27914,-3,3
15224,27911,-3,3
15224,27912,-3,3
16726,192065,-3,3
16726,192066,-3,3
16955,192035,-3,3
16955,192036,-3,3
16296,192038,-1,2
16296,192039,423,1
16954,192030,-3,3
16954,192031,-3,3
16954,192032,-3,3
16955,192034,-3,3
16956,192047,-3,3
16956,192048,-3,3
16952,192043,-3,3
16956,192044,-3,3
16956,192045,-3,3
16189,192014,689,1
16664,192015,282,1
16944,192016,-3,3
16946,192017,-3,3
16946,192018,-3,3
17548,192019,-1,2
16629,192010,-3,3
16651,192011,-3,3
16950,192025,-3,3
16950,192026,-3,3
16950,192027,-3,3
16950,192028,-3,3
16954,192029,-3,3
17548,192020,104,1
16950,192022,-3,3
16950,192023,-3,3
10491,37210,320,1
10491,37211,417,1
15224,27889,-3,3
10491,37213,451,1
10491,37214,532,1
10491,37215,609,1
10491,37216,125,1
10491,37217,176,1
10491,37218,215,1
10491,37219,285,1
10491,37200,122,1
10491,37201,290,1
15224,27898,-3,3
15224,27899,-3,3
15224,27896,-3,3
15224,27897,-3,3
15224,27890,-3,3
15224,27891,-3,3
15224,27894,-3,3
15224,27895,-3,3
15224,27892,-3,3
15224,27893,-3,3
10491,37202,336,1
10491,37203,426,1
10491,37205,594,1
10491,37206,761,1
10491,37207,891,1
10491,37208,52,1
10491,37209,205,1
16538,133600,-3,3
16538,133601,-3,3
16538,133602,-3,3
16538,133607,-3,3
16538,133608,-3,3
16538,133609,-3,3
16538,133603,-3,3
16538,133604,-3,3
16538,133605,-3,3
16538,133606,-3,3
16538,133610,-3,3
16538,133611,-3,3
16538,133612,-3,3
16538,133613,-3,3
16538,133618,-3,3
16538,133619,-3,3
16538,133614,-3,3
16538,133615,-3,3
16538,133616,-3,3
16538,133617,-3,3
16538,133665,-3,3
10492,37293,252,0
16538,133666,-3,3
10492,37294,377,0
16538,133667,-3,3
10492,37295,422,0
16538,133668,-3,3
10492,37296,481,0
16538,133661,-3,3
10492,37297,587,0
16538,133662,-3,3
10492,37298,107,0
16538,133663,-3,3
10492,37299,176,0
16538,133664,-3,3
16538,133669,-3,3
10492,37290,935,0
10492,37291,65,0
10492,37292,202,0
16538,133670,-3,3
16538,133671,-3,3
16538,133676,-3,3
10492,37282,211,0
16538,133677,-3,3
10492,37283,327,0
16538,133678,-3,3
10492,37284,441,0
16538,133679,-3,3
10492,37285,540,0
16538,133672,-3,3
10492,37286,589,0
16538,133673,-3,3
10492,37287,661,0
16538,133674,-3,3
10492,37288,829,0
16538,133675,-3,3
10492,37289,883,0
10492,37280,149,0
10492,37281,183,0
16538,133680,-3,3
16538,133681,-3,3
16538,133682,-3,3
16538,133687,-3,3
10492,37271,476,0
16538,133688,-3,3
10492,37272,531,0
16538,133689,-3,3
10492,37273,560,0
10492,37274,638,0
10492,37275,690,0
16538,133684,-3,3
10492,37276,722,0
16538,133685,-3,3
10492,37277,759,0
16538,133686,-3,3
10492,37278,825,0
10492,37270,420,0
16538,133690,-3,3
10492,37279,94,0
16538,133691,-3,3
16538,133692,-3,3
16538,133693,-3,3
16538,133698,-3,3
10492,37260,-1,2
16538,133699,-3,3
10492,37261,-1,2
10492,37262,-1,2
10492,37263,0,0
16538,133694,-3,3
10492,37264,45,0
16538,133695,-3,3
10492,37265,108,0
16538,133696,-3,3
10492,37266,173,0
16538,133697,-3,3
10492,37267,217,0
10492,37268,283,0
10492,37269,347,0
16538,133621,-3,3
16538,133622,-3,3
16538,133623,-3,3
16538,133624,-3,3
10492,37255,-1,2
10492,37256,-1,2
16538,133620,-3,3
16538,133629,-3,3
16538,133625,-3,3
16538,133626,-3,3
16538,133627,-3,3
16538,133628,-3,3
10492,37257,-1,2
10492,37258,-1,2
10492,37259,-1,2
16538,133632,-3,3
16538,133633,-3,3
16538,133634,-3,3
10491,37240,632,1
10491,37241,670,1
16538,133635,-3,3
10491,37242,751,1
10491,37243,720,1
16538,133631,-3,3
16538,133636,-3,3
16538,133637,-3,3
16538,133638,-3,3
16538,133639,-3,3
16538,133643,-3,3
16538,133644,-3,3
16538,133645,-3,3
16538,133646,-3,3
10491,37230,629,1
10491,37231,74,1
16797,157614,-3,3
10491,37232,143,1
16538,133640,-3,3
16797,157615,-3,3
10491,37233,194,1
16538,133641,-3,3
16797,157612,-4,2
10491,37234,268,1
16538,133642,-3,3
16797,157613,-4,2
16797,157616,-3,3
16538,133647,-3,3
16538,133648,-3,3
16538,133649,-3,3
10491,37235,311,1
10491,37236,382,1
10491,37237,426,1
10491,37238,488,1
10491,37239,593,1
16538,133654,-3,3
16795,157600,-3,3
16538,133655,-3,3
16538,133656,-3,3
16538,133657,-3,3
10491,37220,391,1
16538,133650,-3,3
10491,37221,458,1
16538,133651,-3,3
10491,37222,69,1
16795,157601,-3,3
16538,133652,-3,3
16538,133653,-3,3
10491,37223,107,1
16796,157602,-3,3
16797,157607,-4,2
16538,133658,-3,3
16538,133659,-3,3
10491,37224,161,1
10491,37225,256,1
10491,37226,326,1
16538,133660,-3,3
10491,37227,370,1
10491,37228,449,1
10491,37229,535,1
16795,157599,-3,3
16794,157586,-3,3
16794,157593,-3,3
16795,157594,-3,3
16789,157555,-3,3
16789,157556,-3,3
16788,157553,-3,3
16789,157554,-3,3
16789,157559,-3,3
16789,157557,-3,3
16789,157558,-3,3
16789,157562,-3,3
16789,157563,-3,3
16789,157561,-3,3
16788,157544,-3,3
16538,133599,-3,3
16788,157545,-3,3
16788,157542,-3,3
16788,157543,-3,3
16788,157548,-3,3
16788,157549,-3,3
16788,157546,-3,3
16538,133597,-3,3
16788,157547,-3,3
16538,133598,-3,3
16788,157552,-3,3
16792,157577,-3,3
16792,157578,-3,3
16792,157575,-3,3
16792,157576,-3,3
16792,157579,-3,3
16792,157580,-3,3
16793,157585,-3,3
16793,157582,-3,3
16793,157583,-3,3
16790,157566,-1,2
16790,157564,-1,2
18042,202088,-4,2
18042,202089,-4,2
18042,202086,-4,2
18042,202087,-4,2
18042,202085,-4,2
16792,157574,-3,3
16397,202099,-1,2
16629,202097,-3,3
16397,202098,445,1
16941,202095,-4,2
16629,202096,-3,3
18042,202093,-4,2
18042,202094,-4,2
18042,202091,-4,2
18042,202092,-4,2
18042,202090,-4,2
10492,37330,987,1
10492,37331,1044,1
10492,37332,1191,1
10492,37333,1445,1
10492,37334,1605,1
10492,37335,1651,1
10492,37336,1730,1
10492,37338,134,1
10492,37339,0,1
10492,37320,2025,0
10492,37321,2110,0
10492,37322,2204,0
10492,37323,84,1
10492,37325,279,1
10492,37326,382,1
10492,37327,498,1
10492,37328,758,1
10492,37329,906,1
10492,37310,1320,0
10492,37311,1371,0
10492,37312,1439,0
10492,37313,1537,0
10492,37314,1636,0
10492,37316,1729,0
10492,37318,1878,0
10492,37319,1969,0
10492,37300,295,0
10492,37309,1196,0
10492,37301,419,0
10492,37303,555,0
10492,37304,806,0
10492,37305,904,0
10492,37306,983,0
10492,37307,1097,0
10492,37308,1155,0
15224,27942,2989,1
15224,27941,2933,1
16787,157511,-3,3
16787,157512,-3,3
16787,157510,-3,3
16787,157515,-3,3
16787,157516,-3,3
16787,157513,-3,3
16787,157514,-3,3
16787,157519,-3,3
16787,157517,-3,3
16787,157518,-3,3
16786,157500,-3,3
16786,157501,-3,3
16786,157504,-3,3
16786,157505,-3,3
16786,157502,-3,3
16786,157503,-3,3
16787,157508,-3,3
16787,157509,-3,3
16786,157506,-3,3
16786,157507,-3,3
16788,157533,-3,3
16788,157531,-3,3
16788,157532,-3,3
16788,157537,-3,3
16788,157538,-3,3
16788,157535,-3,3
16788,157536,-3,3
16788,157539,-3,3
19348,216706,-3,3
18766,216704,-3,3
16662,216705,-3,3
16788,157540,-3,3
18764,216702,-3,3
16604,216703,1453,1
16788,157541,-3,3
17293,216700,2052,1
16603,216701,1140,1
16787,157522,-3,3
16787,157523,-3,3
16787,157520,-3,3
16787,157521,-3,3
16787,157526,-3,3
16787,157527,-3,3
16787,157524,-3,3
16787,157525,-3,3
16787,157528,-3,3
16788,157529,-3,3
16788,157530,-3,3
10492,37370,51,1
16536,133500,2550,2
10492,37371,124,1
16536,133501,2626,2
10492,37372,254,1
16536,133502,2654,2
10492,37373,310,1
16536,133503,2747,2
10492,37374,353,1
10492,37375,403,1
10492,37376,446,1
16536,133508,2903,2
16536,133509,2940,2
16536,133504,2781,2
16536,133505,2805,2
16536,133506,2850,2
16536,133507,2866,2
16536,133511,3063,2
10492,37360,1713,1
16536,133512,3079,2
10492,37361,1785,1
16536,133513,3103,2
10492,37362,1854,1
16536,133514,3146,2
10492,37363,1963,1
10492,37364,2038,1
10492,37365,2121,1
10492,37366,2179,1
16536,133510,3002,2
16536,133519,3626,2
16536,133515,3288,2
16536,133516,3391,2
16536,133517,3441,2
16536,133518,3563,2
10492,37367,2256,1
10492,37368,2313,1
10492,37369,0,1
10492,37350,1020,1
10492,37351,1059,1
10492,37352,1143,1
10492,37353,1268,1
16536,133520,168,1
10492,37354,1344,1
16536,133521,208,1
10492,37355,1412,1
10492,37356,1446,1
10492,37357,1498,1
10492,37358,1592,1
10492,37359,1663,1
10492,37340,157,1
10492,37341,215,1
10492,37342,375,1
10492,37343,501,1
10492,37344,606,1
16958,202118,-3,3
16958,202119,-3,3
16958,202116,-3,3
16958,202117,-3,3
16958,202115,-3,3
16958,202120,-3,3
10492,37346,646,1
10492,37347,737,1
10492,37348,813,1
10492,37349,962,1
16579,192233,-3,3
16682,192234,4510,1
16682,192235,1607,2
16682,192236,2828,2
16682,192237,2716,1
17692,192238,-3,3
17692,192239,-3,3
16579,192230,-3,3
16579,192231,-3,3
16579,192232,-3,3
17005,216302,-3,3
17005,216303,-3,3
17005,216300,-3,3
17005,216301,-3,3
17718,192244,-3,3
17718,192245,-3,3
17692,192240,-3,3
17692,192241,-3,3
17718,192242,-3,3
17718,192243,-3,3
17005,216313,-3,3
17005,216314,-3,3
17005,216311,-3,3
17005,216312,-3,3
17005,216310,-3,3
16710,192211,6238,2
17005,216308,-3,3
17005,216309,-3,3
17005,216306,-3,3
17005,216307,-3,3
17005,216304,-3,3
17005,216305,-3,3
16739,192223,-3,3
16577,192224,-3,3
16577,192225,-3,3
16578,192226,-3,3
16578,192227,-3,3
16578,192228,-3,3
16578,192229,-3,3
17005,216315,-3,3
16692,182878,1575,2
16692,182879,2859,1
16692,182877,1501,2
16732,216346,371,1
17570,216347,1043,1
16591,216344,-1,2
16591,216345,352,1
16659,216343,1665,0
16282,192202,1413,1
16397,192207,897,1
16717,182852,2431,0
16717,182853,2455,0
16717,182850,3507,2
16717,182851,2378,0
19068,216353,-3,3
16531,182856,-3,3
16536,182857,244,1
19088,216351,670,1
16717,182854,2515,0
16538,182855,-3,3
16282,216352,1240,1
17838,216350,756,1
16564,182858,-3,3
16693,182859,-3,3
16626,216348,-3,3
16628,216349,-3,3
16693,182863,-3,3
16693,182861,-3,3
16693,182862,-3,3
16223,216364,-3,3
16223,216363,-3,3
16693,182860,-3,3
16728,216388,0,2
16513,216389,1607,2
16462,216386,-1,2
17519,216387,-1,2
16607,216384,-3,3
16585,216385,-1,2
16189,216383,3407,2
17500,192278,3773,0
17500,192279,-3,3
17292,192270,1026,1
17292,192271,1108,1
17293,192272,156,0
17293,192273,820,1
17294,192274,1918,1
16405,192282,-1,2
16405,192284,-1,2
16405,192286,390,1
16740,192287,-1,2
17292,192269,0,0
16562,192262,841,1
16583,192263,822,0
16583,192264,82,1
16583,192265,-1,2
16812,157811,-3,3
16812,157816,-3,3
16812,157814,-3,3
16812,157818,-3,3
16812,157819,-3,3
16811,157801,-3,3
16811,157802,-3,3
16811,157800,-3,3
16811,157806,-3,3
16811,157809,-3,3
16820,157874,-3,3
16819,157872,-3,3
16819,157873,-3,3
16821,157878,-3,3
16821,157879,-3,3
16820,157876,-3,3
16820,157877,-3,3
16821,157881,-3,3
