routeid,stopid,estimatetime,goback
18538,207499,-3,3
16851,158387,1024,2
16851,158388,1050,2
16552,134303,-3,3
16552,134304,-3,3
16552,134305,-3,3
16552,134306,-3,3
16552,134300,-3,3
16552,134301,-3,3
16552,134302,-3,3
16552,134307,-3,3
16123,124953,359,0
16123,124954,311,1
16123,148906,-1,2
16123,148907,327,1
16840,158204,-3,3
16840,158205,-3,3
16839,158202,-3,3
16840,158203,-3,3
16840,158208,-3,3
16840,158209,-3,3
16840,158206,-3,3
16840,158207,-3,3
17294,173839,-3,3
17294,173834,-3,3
17294,173835,-3,3
17294,173836,-3,3
17294,173830,-3,3
17294,173831,-3,3
17294,173832,-3,3
17294,173833,-3,3
16840,158212,-3,3
16840,158210,-3,3
17294,173827,-3,3
17294,173828,-3,3
17294,173829,-3,3
17294,173821,-3,3
17294,173822,-3,3
16839,158200,-3,3
16839,158201,-3,3
16841,158226,-3,3
16841,158227,-3,3
16841,158224,-3,3
16841,158225,-3,3
16841,158228,-3,3
16841,158229,-3,3
17294,173856,1366,1
17294,173857,1444,1
17294,173858,1536,1
17294,173859,1594,1
17294,173852,1080,1
17294,173853,1128,1
17294,173854,1279,1
17294,173855,1312,1
16841,158230,-3,3
17294,173850,825,1
17294,173851,894,1
16841,158233,-3,3
16841,158234,-3,3
16841,158231,-3,3
16841,158232,-3,3
16840,158215,-3,3
16840,158216,-3,3
16840,158213,-3,3
16840,158214,-3,3
16840,158219,-3,3
16840,158217,-3,3
16840,158218,-3,3
17294,173849,613,1
17294,173845,183,1
17294,173846,216,1
17294,173847,313,1
17294,173848,510,1
17294,173842,-3,3
17294,173843,0,1
17294,173844,106,1
16551,134273,-3,3
16551,134274,-3,3
16551,134275,-3,3
16551,134276,-3,3
17294,173840,-3,3
16840,158222,-3,3
16841,158223,-3,3
16840,158220,-3,3
16840,158221,-3,3
5416,14096,-3,3
10731,14097,-1,2
5416,14094,-3,3
10731,14095,-1,2
5416,14098,-3,3
10731,14099,43,0
5416,14092,-3,3
10731,14093,-1,2
5416,14090,-3,3
16629,207503,-3,3
10731,14091,-1,2
16548,134204,-3,3
16548,134205,-3,3
16548,134206,-3,3
16548,134207,-3,3
16548,134200,-3,3
16548,134201,-3,3
16548,134202,-3,3
16548,134203,-3,3
16548,134208,-3,3
16548,134209,-3,3
16629,207504,-3,3
16579,207505,-3,3
16579,207506,-3,3
16548,134210,-3,3
16548,134215,-3,3
5416,14074,-3,3
16548,134216,-3,3
10731,14075,-1,2
5416,14072,-3,3
10731,14073,-1,2
5416,14078,-3,3
16548,134211,-3,3
16548,134212,-3,3
10731,14079,-1,2
16548,134213,-3,3
5416,14076,-3,3
16548,134214,-3,3
10731,14077,-1,2
5416,14070,-3,3
17294,173816,-3,3
18558,207523,-3,3
10731,14071,-1,2
17294,173817,-3,3
18558,207524,-3,3
17294,173818,-3,3
18558,207525,14,0
17294,173819,-3,3
10164,148856,502,0
17294,173812,-3,3
10164,148857,662,0
17294,173813,-3,3
17294,173814,-3,3
17294,173815,-3,3
10164,148854,306,0
17294,173810,-3,3
10164,148855,465,0
17294,173811,-3,3
10731,14085,-1,2
5416,14086,-3,3
10731,14083,-1,2
5416,14084,-3,3
10731,14089,-1,2
10731,14087,-1,2
5416,14088,-3,3
17294,173809,-3,3
18558,207530,207,0
18558,207531,247,0
18558,207532,267,0
18558,207533,283,0
10731,14081,-1,2
17294,173805,-3,3
5416,14082,-3,3
18558,207534,322,0
17294,173806,-3,3
18558,207535,358,0
17294,173807,-3,3
5416,14080,-3,3
18558,207536,389,0
18558,207526,75,0
17294,173801,-3,3
18558,207527,111,0
17294,173802,-3,3
18558,207528,147,0
17294,173803,-3,3
18558,207529,177,0
17294,173804,-3,3
17294,173800,-3,3
18558,207540,549,0
18558,207541,565,0
18558,207542,682,0
18558,207543,739,0
18558,207544,773,0
18558,207545,800,0
18558,207546,867,0
18558,207547,897,0
18558,207537,434,0
18558,207538,489,0
18558,207539,508,0
16844,158292,-3,3
16844,158295,-3,3
16844,158296,-3,3
16844,158293,-3,3
16844,158294,-3,3
16844,158299,-3,3
16844,158297,-3,3
16844,158298,-3,3
16844,158279,-3,3
18558,207550,1005,0
18558,207551,1021,0
18558,207552,1041,0
18558,207553,1068,0
18558,207554,1163,0
18558,207555,1219,0
18558,207556,1246,0
18558,207557,1271,0
18558,207558,1285,0
18558,207548,945,0
18558,207549,988,0
16844,158280,-3,3
16844,158281,-3,3
16844,158284,-3,3
16844,158285,-3,3
16844,158282,-3,3
16844,158283,-3,3
16844,158286,-3,3
16844,158287,-3,3
18558,207560,1757,0
18558,207561,1805,0
18558,207562,1906,0
18558,207563,2164,0
18558,207564,2229,0
18558,207565,2378,0
18558,207566,2433,0
18558,207567,2470,0
18558,207568,2510,0
18558,207569,2557,0
18558,207559,1361,0
17937,197866,49,1
17843,197860,-3,3
16670,197861,-1,2
18558,207570,2637,0
18558,207571,2719,0
18558,207572,2740,0
18558,207573,2755,0
18558,207574,2773,0
18558,207575,2789,0
18558,207576,2842,0
18558,207577,2883,0
18558,207578,2929,0
18558,207579,2959,0
16842,158248,-3,3
16842,158249,-3,3
16842,158246,-3,3
16842,158247,-3,3
18558,207580,3015,0
16551,134277,-3,3
18558,207581,3056,0
16551,134278,-3,3
18558,207582,3152,0
16551,134279,-3,3
18558,207583,3167,0
18558,207584,3179,0
18558,207585,3212,0
18558,207586,3264,0
18558,207587,3304,0
18558,207588,3343,0
18558,207589,3392,0
16843,158251,-3,3
16551,134284,-3,3
16843,158252,-3,3
16551,134285,-3,3
16551,134286,-3,3
16842,158250,-3,3
16551,134287,-3,3
16843,158255,-3,3
16551,134280,-3,3
16843,158256,-3,3
16542,197842,-3,3
16551,134281,-3,3
16843,158253,-3,3
16551,134282,-3,3
16843,158254,-3,3
16551,134283,-3,3
16842,158237,-3,3
16842,158238,-3,3
16841,158235,-3,3
18558,207590,3427,0
16842,158236,-3,3
18558,207591,3447,0
16551,134288,-3,3
18558,207592,3460,0
16551,134289,-3,3
18558,207593,3507,0
16842,158239,-3,3
18558,207594,3525,0
18558,207595,3551,0
18558,207596,3578,0
18558,207597,3625,0
18558,207598,3660,0
18558,207599,3766,0
16551,134290,-3,3
17837,197858,-3,3
16978,197859,-3,3
16552,134295,-3,3
16842,158240,-3,3
16552,134296,-3,3
16842,158241,-3,3
17294,173860,1652,1
16552,134297,-3,3
16552,134298,-3,3
16551,134291,-3,3
16842,158244,-3,3
16551,134292,-3,3
16842,158245,-3,3
16552,134293,-3,3
16842,158242,-3,3
16552,134294,-3,3
16842,158243,-3,3
16843,158268,-3,3
16843,158269,-3,3
16552,134299,-3,3
16843,158270,-3,3
16843,158273,-3,3
16843,158274,-3,3
16843,158271,-3,3
16843,158272,-3,3
16844,158277,-3,3
16844,158278,-3,3
16843,158275,-3,3
16844,158276,-3,3
16843,158259,-3,3
16843,158257,-3,3
16843,158258,-3,3
16843,158262,-3,3
16843,158260,-3,3
16843,158261,-3,3
16843,158266,-3,3
16843,158267,-3,3
16607,197784,-3,3
16607,197785,-3,3
5415,14052,507,1
5415,14053,652,1
5415,14050,250,1
5415,14051,390,1
5415,14056,918,1
5415,14057,1007,1
5415,14054,750,1
5415,14055,825,1
5415,14058,1104,1
10731,14063,-1,2
5416,14064,-3,3
10731,14061,-1,2
5416,14062,-3,3
10731,14067,-1,2
5416,14068,-3,3
10731,14065,-1,2
5416,14066,-3,3
10731,14069,-1,2
5415,14030,420,1
5415,14031,547,1
5415,14034,936,1
5415,14035,1021,1
5415,14032,597,1
5415,14033,813,1
16518,148812,842,1
16518,148813,-3,3
16518,148811,504,1
5415,14038,58,1
5415,14039,99,1
5415,14036,1106,1
5415,14037,0,1
5415,14041,396,1
5415,14042,531,1
5415,14040,202,1
5415,14045,771,1
5415,14046,0,1
5415,14043,605,1
5415,14044,698,1
10453,148821,698,0
10453,148822,568,1
5415,14049,183,1
5415,14047,47,1
5415,14048,92,1
5415,14012,954,0
5415,14013,1094,0
5415,14010,851,0
5415,14011,893,0
5415,14020,1309,0
5415,14023,1561,0
5415,14024,0,1
5415,14021,1485,0
5415,14022,1529,0
5415,14027,199,1
5415,14028,222,1
5415,14025,132,1
5415,14026,177,1
5415,14029,321,1
5415,14001,252,0
5415,14002,307,0
5415,14000,65,0
5415,14005,578,0
5415,14006,619,0
5415,14003,446,0
5415,14004,478,0
5415,14009,810,0
5415,14007,657,0
5415,14008,699,0
18118,203698,75,1
18118,203699,150,1
16732,154198,1472,0
16732,154199,1516,0
16732,154167,800,0
16732,154168,873,0
16732,154169,921,0
16732,154170,976,0
16732,154171,1006,0
16732,154172,1039,0
16732,154173,1056,0
16732,154174,1128,0
16732,154175,1205,0
16732,154157,343,0
16732,154158,385,0
16732,154159,413,0
16732,154160,462,0
16732,154161,550,0
16732,154163,231,0
16732,154164,201,0
10731,14195,143,1
16732,154187,24,0
16732,154188,61,0
5416,14196,-3,3
16732,154189,107,0
10731,14193,99,1
5416,14194,-3,3
10731,14199,302,1
10731,14197,266,1
5416,14198,-3,3
10731,14191,48,1
5416,14192,-3,3
5416,14190,-3,3
16732,154190,172,0
16732,154191,225,0
16732,154192,977,0
16732,154193,1040,0
16732,154194,1193,0
16732,154195,1259,0
16732,154196,1360,0
16732,154197,1393,0
16732,154176,1244,0
16732,154177,1299,0
16732,154178,1336,0
16732,154179,1406,0
16732,154180,1467,0
16732,154181,1521,0
16732,154182,1563,0
16732,154184,1703,0
16732,154185,1744,0
16732,154186,0,0
5416,14100,-3,3
10731,14101,85,0
5416,14104,-3,3
10731,14105,237,0
5416,14102,-3,3
10731,14103,144,0
5416,14108,-3,3
10731,14109,448,0
5416,14106,-3,3
10731,14107,279,0
17292,168700,70,1
17292,168703,408,1
17292,168704,484,1
17292,168705,558,1
17292,168706,629,1
17292,168707,664,1
17292,168708,773,1
17292,168709,876,1
16491,129121,565,0
16491,129122,627,0
16491,129123,756,0
16491,129124,844,0
16491,129125,927,0
16491,129126,1046,0
16491,129127,1178,0
16491,129128,1146,0
16491,129120,477,0
16491,129118,337,0
16491,129119,413,0
16491,129110,3965,2
16491,129111,3976,2
16491,129112,3993,2
16491,129113,4045,2
16491,129114,4085,2
18118,203708,905,1
16491,129115,4116,2
18118,203709,964,1
18118,203706,780,1
16491,129117,226,0
18118,203707,857,1
18118,203704,604,1
18118,203705,710,1
18118,203702,446,1
18118,203703,520,1
18118,203700,245,1
18118,203701,420,1
16491,129107,3896,2
16491,129108,3921,2
16491,129109,3941,2
16490,129100,-3,3
16490,129101,-3,3
17513,203719,-3,3
16491,129103,3740,2
16491,129104,3800,2
18118,203717,242,1
16491,129105,3841,2
18118,203718,466,1
16491,129106,3876,2
18118,203715,304,1
18118,203716,182,1
18118,203713,177,1
18118,203714,234,1
18118,203711,1085,1
18118,203712,121,1
18118,203710,1017,1
17513,203720,-3,3
16492,129165,-3,3
10731,14173,1280,0
16492,129166,-3,3
5416,14174,-3,3
16492,129167,-3,3
10731,14171,1102,0
16492,129168,-3,3
5416,14172,-3,3
10731,14177,1494,0
16492,129169,-3,3
16522,154126,1256,1
5416,14178,-3,3
16522,154127,1339,1
10731,14175,1409,0
16522,154128,1371,1
5416,14176,-3,3
16522,154129,1430,1
16492,129160,-3,3
16492,129161,-3,3
16492,129162,-3,3
5416,14170,-3,3
16492,129163,-3,3
10731,14179,1647,0
16522,154130,1473,1
16543,154131,538,1
16492,129154,-3,3
16578,154110,-3,3
5416,14184,-3,3
10731,14185,1849,0
16492,129155,-3,3
16578,154111,-3,3
16492,129156,-3,3
16578,154112,-3,3
5416,14182,-3,3
10731,14183,1794,0
16492,129157,-3,3
16579,154113,-3,3
16492,129158,-3,3
5416,14188,-3,3
16579,154114,-3,3
10731,14189,1914,0
16492,129159,-3,3
16579,154115,-3,3
5416,14186,-3,3
16579,154116,-3,3
10731,14187,1893,0
16651,154117,300,1
16997,203748,2482,2
16651,154118,323,1
16997,203749,2343,2
16997,203746,2206,2
16997,203747,2272,2
16997,203744,2053,2
16491,129150,2603,0
5416,14180,-3,3
16997,203745,2084,2
16492,129151,-3,3
10731,14181,1706,0
16492,129152,-3,3
16997,203743,2028,2
16492,129153,-3,3
16997,203751,2695,2
16997,203752,2803,2
16997,203750,2515,2
16491,129143,2298,0
10731,14151,2205,0
16491,129144,2337,0
16431,154144,2522,0
5416,14152,-3,3
16491,129145,2367,0
16491,129146,2387,0
5416,14150,-3,3
10731,14155,208,0
16491,129147,2465,0
16497,154148,1647,1
5416,14156,-3,3
16491,129149,2568,0
10731,14153,125,0
5416,14154,-3,3
16997,203759,458,1
16997,203757,386,1
16997,203758,405,1
16997,203755,212,1
16997,203756,249,1
16491,129140,2231,0
16997,203753,0,1
16491,129141,2251,0
16491,129142,2273,0
16997,203754,138,1
16997,203762,682,1
16997,203763,1747,2
16997,203760,590,1
16997,203761,633,1
10731,14159,533,0
10731,14157,431,0
5416,14158,-3,3
16491,129132,1483,0
5416,14162,-3,3
16543,154132,561,1
16535,154133,-3,3
16491,129133,1556,0
10731,14163,647,0
16535,154134,-3,3
16491,129134,1719,0
5416,14160,-3,3
10731,14161,583,0
16491,129135,1791,0
16535,154135,-3,3
16535,154136,-3,3
5416,14166,-3,3
16491,129137,2044,0
10731,14167,858,0
16491,129138,2077,0
5416,14164,-3,3
10731,14165,732,0
16491,129139,2154,0
16491,129130,1336,0
16491,129131,1373,0
16851,203773,1015,2
16851,203774,485,1
16851,203771,1040,2
16851,203772,512,1
16491,129129,1259,0
5416,14168,-3,3
10731,14169,965,0
5416,14130,-3,3
10731,14133,1603,0
5416,14134,-3,3
10731,14131,1488,0
5416,14132,-3,3
17292,168720,302,1
17292,168721,349,1
17292,168722,456,1
17292,168723,513,1
17292,168724,552,1
17292,168725,608,1
10731,14137,1721,0
17292,168726,643,1
17292,168727,668,1
5416,14138,-3,3
17292,168728,777,1
17292,168729,806,1
5416,14136,-3,3
10731,14139,1884,0
16493,129198,1494,2
5416,14140,-3,3
16493,129199,1522,2
10731,14141,2010,0
5416,14144,-3,3
5416,14142,-3,3
10731,14143,2070,0
16492,129190,-3,3
16492,129192,-3,3
16492,129193,-3,3
16493,129194,1340,2
16493,129195,1398,2
16493,129196,1437,2
16493,129197,1472,2
17292,168710,944,1
17292,168711,1117,1
17292,168712,1149,1
17292,168713,1239,1
17292,168714,1270,1
17292,168715,1384,1
5416,14148,-3,3
17292,168716,1438,1
10731,14149,2151,0
17292,168717,171,1
5416,14146,-3,3
17292,168718,245,1
17292,168719,282,1
16492,129187,-3,3
16492,129188,-3,3
16530,154100,-3,3
16492,129189,-3,3
16530,154101,-3,3
16530,154102,-3,3
16532,154103,-3,3
10731,14111,588,0
16532,154104,-3,3
5416,14112,-3,3
16532,154105,-3,3
16532,154106,-3,3
5416,14110,-3,3
16577,154107,-3,3
16492,129180,-3,3
16577,154108,-3,3
16578,154109,-3,3
16492,129181,-3,3
16492,129182,-3,3
16492,129183,-3,3
16492,129184,-3,3
16492,129185,-3,3
16492,129186,-3,3
10731,14115,676,0
5416,14116,-3,3
10731,14113,624,0
5416,14114,-3,3
10731,14119,861,0
10731,14117,756,0
5416,14118,-3,3
10753,130143,-3,3
16492,129176,-3,3
16492,129177,-3,3
18888,213133,-4,2
16492,129178,-3,3
18888,213134,-4,2
10753,130142,-3,3
18888,213135,-4,2
5416,14122,-3,3
10731,14123,1018,0
5416,14120,-3,3
10731,14121,967,0
16492,129170,-3,3
16492,129171,-3,3
16492,129172,-3,3
16492,129173,-3,3
16492,129174,-3,3
16492,129175,-3,3
17292,168730,856,1
17292,168731,872,1
17292,168732,907,1
17292,168733,951,1
17292,168734,1035,1
17292,168735,1070,1
5416,14126,-3,3
5416,14124,-3,3
10731,14125,1302,0
5416,14128,-3,3
10731,14129,1443,0
16528,154088,169,1
16528,154089,211,1
5415,193688,1607,2
5415,193689,1251,1
16528,154090,248,1
16528,154091,269,1
16529,154092,-3,3
16675,154093,452,1
16675,154094,536,1
16675,154095,712,1
18738,213136,163,0
10164,178049,572,0
16675,154096,748,1
16710,154097,10263,2
16710,154098,10369,2
17700,213154,-3,3
17700,213153,-3,3
16528,154082,-1,2
16528,154083,-1,2
16528,154084,-1,2
10173,178037,143,1
5416,193692,-3,3
16528,154085,-1,2
10173,178038,279,1
5416,193693,-3,3
16528,154086,95,1
10173,178035,1111,0
16528,154087,115,1
10173,178036,90,1
16490,129099,-3,3
16530,154099,-3,3
16490,129091,-3,3
16490,129092,-3,3
16490,129093,-3,3
16490,129094,-3,3
16490,129095,-3,3
16490,129096,-3,3
16490,129097,-3,3
16490,129098,-3,3
16490,129090,-3,3
16781,178011,-3,3
16730,154044,-3,3
16781,178012,-3,3
16730,154045,-3,3
16730,154046,-3,3
16781,178010,-3,3
16730,154047,-3,3
17720,213183,-3,3
16730,154048,-3,3
16730,154049,-3,3
17292,168690,1232,0
17292,168691,1417,0
17292,168692,1450,0
17292,168693,1476,0
17292,168694,1553,0
17292,168695,1645,0
17292,168685,876,0
17292,168686,916,0
17292,168687,961,0
17292,168688,1091,0
17292,168689,1171,0
16781,178008,-3,3
16781,178009,-3,3
16781,178006,-3,3
16781,178007,-3,3
16781,178004,-3,3
16730,154051,-3,3
16781,178005,-3,3
16730,154052,-3,3
16730,154053,-3,3
16781,178003,-3,3
16730,154054,-3,3
10753,38294,-3,3
16730,154034,-3,3
10753,38296,-3,3
16730,154035,-3,3
10753,38297,-3,3
16730,154036,-3,3
10753,38298,-3,3
10753,38299,-3,3
16730,154038,-3,3
16730,154039,-3,3
17292,168683,640,0
17292,168684,713,0
17292,168674,296,0
17292,168675,396,0
17292,168676,487,0
17292,168679,74,0
15224,130095,2888,1
16730,154040,-3,3
16730,154041,-3,3
16730,154042,-3,3
16730,154043,-3,3
10753,38283,-3,3
10173,178033,988,0
16730,154066,-3,3
10753,38284,-3,3
10173,178034,1052,0
16730,154067,-3,3
10753,38285,-3,3
16730,154068,-3,3
16730,154069,-3,3
10753,38280,-3,3
10753,38281,-3,3
10753,38282,-3,3
16730,154070,-3,3
16730,154071,-3,3
16730,154072,-3,3
16730,154073,-3,3
16730,154074,-3,3
16730,154075,-3,3
16730,154076,-3,3
10753,38272,-3,3
16730,154055,-3,3
10753,38273,-3,3
16730,154056,-3,3
10753,38274,-3,3
16781,178020,-3,3
16730,154057,-3,3
10753,38275,-3,3
16781,178021,-3,3
16730,154058,-3,3
10753,38276,-3,3
16730,154059,-3,3
10753,38277,-3,3
10753,38278,-3,3
10753,38279,-3,3
10753,38270,-3,3
10753,38271,-3,3
17292,168696,1813,0
16781,178019,-3,3
16781,178017,-3,3
16730,154060,-3,3
16781,178018,-3,3
16730,154061,-3,3
16781,178015,-3,3
16730,154062,-3,3
16781,178016,-3,3
16730,154063,-3,3
16781,178013,-3,3
16730,154064,-3,3
16781,178014,-3,3
16730,154065,-3,3
5416,14210,-3,3
10731,14211,767,1
5416,14214,-3,3
10731,14215,911,1
5416,14212,-3,3
10731,14213,879,1
5416,14218,-3,3
10731,14219,1102,1
5416,14216,-3,3
10731,14217,1018,1
10731,14221,1151,1
5416,14222,-3,3
5416,14220,-3,3
10731,14225,1316,1
10731,14223,1213,1
5416,14224,-3,3
10731,14229,1454,1
10731,14227,1389,1
16930,203809,-3,3
16930,203807,-3,3
16930,203808,-3,3
5416,14200,-3,3
16930,203805,-3,3
16930,203806,-3,3
16930,203803,583,0
16930,203804,-3,3
10731,14209,692,1
10731,14203,489,1
5416,14204,-3,3
10731,14201,402,1
5416,14202,-3,3
10731,14207,617,1
5416,14208,-3,3
16393,144629,383,1
10731,14205,532,1
5416,14206,-3,3
16489,129000,-1,2
16489,129001,-1,2
16489,129002,-1,2
16489,129003,-1,2
16489,129004,-1,2
16489,129005,-1,2
16489,129006,-1,2
16489,129007,-1,2
16930,203810,-3,3
16930,203811,302,0
18119,203838,1941,2
18119,203839,2040,2
18119,203836,1785,2
18119,203837,1856,2
18119,203834,1607,2
18119,203835,1643,2
18119,203833,2176,2
18119,203831,2046,2
18119,203840,2062,2
18119,203849,476,0
18119,203847,391,0
18119,203848,433,0
18119,203845,191,0
18119,203846,325,0
18119,203843,71,0
18119,203844,114,0
18119,203841,51,0
18119,203842,115,0
18119,203850,535,0
18119,203851,616,0
10753,38261,-3,3
16730,154000,-3,3
10753,38262,-3,3
16490,129045,-3,3
16730,154001,-3,3
10732,14295,-1,2
10753,38263,-3,3
16490,129046,-3,3
16730,154002,-3,3
16490,129047,-3,3
10753,38264,-3,3
16730,154003,-3,3
10732,14293,-1,2
16490,129048,-3,3
10753,38265,-3,3
16730,154004,-3,3
16490,129049,-3,3
16730,154005,-3,3
10732,14299,-1,2
10753,38267,-3,3
16730,154006,-3,3
10753,38268,-3,3
16730,154007,-3,3
10732,14297,-1,2
18119,203858,150,0
16730,154008,-3,3
18119,203859,216,0
16730,154009,-3,3
18119,203856,871,0
18119,203857,118,0
18119,203854,745,0
16489,129040,753,1
18119,203855,798,0
16489,129041,785,1
10732,14291,-1,2
18119,203852,651,0
16489,129042,835,1
17292,168650,153,0
10753,38260,-3,3
18119,203853,694,0
16489,129043,0,1
17292,168651,44,0
18119,203861,298,0
18119,203862,758,0
18119,203860,247,0
17292,168646,12,0
17292,168647,71,0
17292,168648,87,0
10753,38269,-3,3
17292,168649,134,0
16730,154010,-3,3
10753,38250,-3,3
16489,129033,229,1
10753,38251,-3,3
16489,129034,345,1
10753,38252,-3,3
16489,129035,413,1
10753,38253,-3,3
16489,129036,488,1
10753,38254,-3,3
16489,129037,533,1
10753,38255,-3,3
16489,129038,590,1
16489,129039,685,1
10753,38257,-3,3
18119,203869,682,0
18119,203867,385,0
18119,203868,570,0
18119,203865,126,0
16489,129030,38,1
18119,203866,213,0
16489,129031,108,1
18119,203863,1484,0
16489,129032,179,1
18119,203864,45,0
18119,203872,959,0
18119,203873,1055,0
18119,203870,770,0
18119,203871,866,0
10753,38258,-3,3
16489,129022,1023,0
16730,154022,-3,3
10753,38240,-3,3
16489,129023,1083,0
16730,154023,-3,3
10753,38241,-3,3
16489,129024,1192,0
16730,154024,-3,3
10753,38242,-3,3
16489,129025,1295,0
16730,154025,-3,3
10753,38243,-3,3
16489,129026,1323,0
16730,154026,-3,3
10753,38244,-3,3
16489,129027,1359,0
16730,154027,-3,3
10753,38245,-3,3
16489,129028,1458,0
16730,154028,-3,3
10753,38246,-3,3
16489,129029,1591,0
16730,154029,-3,3
18119,203878,1407,0
18119,203879,1508,0
17292,168670,83,0
18119,203876,1331,0
17292,168671,148,0
18119,203877,1364,0
16489,129020,829,0
17292,168672,215,0
18119,203874,1170,0
16489,129021,874,0
17292,168673,276,0
18119,203875,1302,0
18119,203883,714,0
17292,168663,696,0
18119,203884,776,0
17292,168664,745,0
18119,203881,622,0
17292,168665,797,0
18119,203882,670,0
17292,168666,887,0
17292,168667,927,0
18119,203880,545,0
17292,168668,1007,0
17292,168669,1070,0
10753,38247,-3,3
16489,129019,790,0
10753,38248,-3,3
10753,38249,-3,3
16730,154030,-3,3
16730,154031,-3,3
16730,154032,-3,3
16489,129011,300,0
16730,154011,-3,3
16730,154012,-3,3
16489,129013,477,0
16730,154013,-3,3
16489,129014,531,0
16730,154014,-3,3
16489,129015,587,0
16730,154015,-3,3
16489,129016,642,0
16730,154016,-3,3
16489,129017,682,0
16730,154017,-3,3
16489,129018,717,0
16730,154018,-3,3
16730,154019,-3,3
18119,203889,1279,0
18119,203887,1099,0
18119,203888,1162,0
17292,168660,510,0
18119,203885,863,0
17292,168661,587,0
16489,129010,253,0
18119,203886,954,0
17292,168662,650,0
18119,203894,252,1
17292,168652,95,0
18119,203895,341,1
17292,168653,130,0
18119,203892,253,1
17292,168654,187,0
18119,203893,181,1
17292,168655,273,0
18119,203890,150,1
17292,168656,309,0
18119,203891,78,1
17292,168657,330,0
17292,168658,405,0
17292,168659,454,0
16489,129008,41,0
10753,38237,-3,3
16489,129009,190,0
10753,38238,-3,3
16726,213203,986,1
16730,154020,-3,3
16730,154021,-3,3
16490,129088,-3,3
10731,14251,2298,1
16490,129089,-3,3
10731,14253,2335,1
16490,129080,-3,3
16490,129081,-3,3
16490,129082,-3,3
16490,129083,-3,3
16490,129084,-3,3
18119,203898,576,1
16490,129085,-3,3
18119,203899,675,1
18119,203896,454,1
16490,129086,-3,3
16490,129087,-3,3
18119,203897,1073,1
16393,144630,342,1
10424,168608,1263,0
16490,129077,-3,3
16490,129078,-3,3
16490,129079,-3,3
16490,129070,-3,3
16490,129071,-3,3
16490,129072,-3,3
16490,129073,-3,3
16490,129074,-3,3
16490,129075,-3,3
16490,129076,-3,3
16490,129066,-3,3
16490,129067,-3,3
16490,129068,-3,3
16490,129069,-3,3
10731,14233,1524,1
10731,14231,1501,1
16490,129060,-3,3
16490,129061,-3,3
16490,129062,-3,3
16490,129063,-3,3
16490,129064,-3,3
16490,129065,-3,3
10731,14237,1611,1
10731,14235,1569,1
10731,14239,1692,1
16490,129055,-3,3
16490,129056,-3,3
16490,129057,-3,3
16490,129058,-3,3
16490,129059,-3,3
10731,14243,1822,1
10731,14241,1720,1
16490,129050,-3,3
16490,129051,-3,3
16490,129052,-3,3
16490,129053,-3,3
16490,129054,-3,3
16675,168610,1993,2
16675,168611,2414,2
16675,168612,200,1
16675,168613,498,1
16675,168614,815,1
10731,14247,2167,1
10731,14245,2045,1
10731,14249,2245,1
16733,154396,-3,3
16733,154397,-3,3
16733,154398,-3,3
16733,154399,-3,3
17865,193982,1846,2
17865,193983,1900,2
17865,193984,1957,2
17865,193985,2032,2
17865,193986,2070,2
17865,193987,2164,2
17865,193988,2227,2
17865,193989,2257,2
17865,193980,1741,2
17865,193981,1779,2
17865,193993,2447,2
17865,193994,2473,2
17865,193995,2509,2
17865,193996,2551,2
17865,193997,2630,2
17865,193998,2759,2
17865,193990,2305,2
17865,193991,2381,2
17865,193992,2428,2
10732,14331,1263,0
10753,38300,-3,3
10753,38301,-3,3
16518,144957,407,1
10753,38302,-3,3
10732,14335,1432,0
10753,38303,-3,3
10732,14333,1338,0
10753,38305,-3,3
10753,38306,-3,3
10732,14339,1572,0
10753,38307,-3,3
10753,38308,-3,3
10732,14337,1459,0
10753,38309,-3,3
10732,14343,1773,0
10732,14341,1732,0
10732,14347,1943,0
10732,14345,1860,0
10732,14349,2052,0
16731,154300,2003,0
16731,154301,2170,0
16731,154302,2315,0
16731,154303,2431,0
16731,154304,2476,0
16731,154305,2558,0
16731,154306,2664,0
16731,154307,200,1
16731,154308,332,1
16731,154309,417,1
10732,14319,809,0
10732,14313,585,0
10732,14311,561,0
10732,14317,733,0
10732,14315,645,0
10732,14321,943,0
10732,14325,1030,0
10732,14323,990,0
10732,14329,1222,0
10732,14327,1099,0
10732,14309,510,0
10732,14303,80,0
10732,14301,-1,2
10732,14307,407,0
10732,14305,290,0
17513,178330,-3,3
17513,178331,-3,3
17865,193968,1043,2
17865,193969,1068,2
17865,193960,1220,0
17865,193961,1356,0
17865,193962,1461,0
17865,193963,1480,0
17865,193964,1558,0
17865,193965,1616,0
17513,178329,-3,3
17865,193967,1028,2
17513,178327,-3,3
17513,178328,-3,3
17513,178323,-3,3
17513,178324,-3,3
17513,178321,-3,3
17513,178322,-3,3
17513,178320,-3,3
17865,193979,1702,2
17865,193971,1393,2
17865,193972,1288,2
17865,193974,1480,2
17865,193975,1514,2
17865,193976,1552,2
17865,193977,1596,2
17513,178318,-3,3
17513,178319,-3,3
17865,193978,1677,2
17513,178316,-3,3
17513,178317,-3,3
17513,178314,-3,3
17513,178315,-3,3
17513,178312,-3,3
17513,178313,-3,3
17513,178310,-3,3
17865,193970,1186,2
17513,178311,-3,3
10732,14393,1867,0
10732,14391,1790,0
16633,154389,1697,1
10732,14395,170,0
17865,193946,597,0
17865,193947,635,0
